,titulo,caracteristicas,precos,endereco,rua,bairro,cidade,data_pesquisa
783,Condomínio Solar De Brasília!,280 m² área total 280 m² área útil 3 Quartos 5 Banheiros 4 Vagas,R$ 7.600,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
784,"Qi 25, Aluga, 4 Suítes, 750 m²",750 m² área total 750 m² área útil 6 Quartos 6 Banheiros 5 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
785,Alugo Casa 01 Quarto na Quadra 08 Conjunto B Sobradinho - Df,55 m² área total 55 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 850,"QUADRA 08 CONJUNTO B 49, Sobradinho, Sobradinho",,,,27-07-20
786,Casa Riacho F. 1 - 02 Quartos,65 m² área total 65 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 800,"Riacho Fundo, Riacho Fundo",,,,27-07-20
787,"Casa em Localização Nobre, Contendo 3 Pavimentos:",1600 m² área total 1600 m² área útil 6 Quartos 10 Banheiros 8 Vagas,R$ 68.500,"SHIS QL 12 Conjunto 01, Sudoeste, Brasília",,,,27-07-20
788,Smdb 20 Ideal para Embaixadas,6000 m² área total 2000 m² área útil 9 Quartos 10 Banheiros 30 Vagas,R$ 18.000,"Lago Sul, Brasília",,,,27-07-20
789,Shis Qi 28 Lago Sul Linda Casa 4 Suítes,2500 m² área total 550 m² área útil 4 Quartos 4 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
790,"Shis Ql 26 - Bela E Com Vista, Mobiliada, 4 Suítes, Piscina Aquecida, Lindo Jardim, Com Ou Sem Mobíl",1313 m² área total 956 m² área útil 6 Quartos 9 Banheiros 6 Vagas,R$ 20.000,"Lago Sul, Brasília",,,,27-07-20
791,"Sobrado Caldas Novas - Go, $290.000",300 m² área total 2 Quartos 2 Banheiros 4 Vagas,R$ 1.500,"Centro, Caldas Novas",,,,27-07-20
792,Qnp 18 - 01 Quarto (Fundos),35 m² área total 35 m² área útil 1 Quarto 1 Banheiro,R$ 650,"Ceilandia Sul, Ceilândia",,,,27-07-20
793,"Alugo Sobrado Ql 8/2 - 4 Suítes Mobiliado, 500 m Do Gilberto Salomão Rs 16.000",1200 m² área total 780 m² área útil 4 Quartos 5 Banheiros 10 Vagas,R$ 16.000,"Lago Sul, Brasília",,,,27-07-20
794,Nascente - Vista Livre - Reformada,450 m² área total 450 m² área útil 5 Quartos 6 Banheiros 4 Vagas,R$ 10.000,"QD Smpw Quadra 17 Conjunto 7 , Park Way, Brasília",,,,27-07-20
795,"Casa Com 3 Dormitórios para Alugar, 105 m² Por R$3.100,00/mês - Setor Marista - Goiânia/go",521 m² área total 105 m² área útil 3 Quartos 4 Banheiros 4 Vagas,R$ 3.100,"Setor Marista, Goiânia",,,,27-07-20
796,"Casa Com 2 Dormitórios para Alugar, Por R$670/mês - Cidade Satélite São Luiz - Aparecida De Goiânia",300 m² área total 55 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 670,"Cidade Satélite São Luiz, Aparecida de Goiânia",,,,27-07-20
797,"Sobrado Com 6 Dormitórios para Alugar, 420 m² Por R$14.000/mês - Setor Bueno - Goiânia/go",774 m² área total 420 m² área útil 6 Quartos 5 Banheiros 4 Vagas,R$ 14.000,"Setor Bueno, Goiânia",,,,27-07-20
798,Casa - Setor Habitacional Jardim Botânico,600 m² área total 131 m² área útil 4 Quartos 2 Banheiros 1 Vaga,R$ 3.800,"CONDOMÍNIO JARDIM BOTÂNICO VI, Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
799,"Shis Ql 22 Térrea, Mobiliada para Embaixadas!",1200 m² área total 250 m² área útil 4 Quartos 4 Banheiros 4 Vagas,R$ 9.000,"SHIS QL 22, Lago Sul, Brasília",,,,27-07-20
800,"Espetacular Casa no Riacho Fundo 2, Localização Privilegiada, Bem Arejado E Iluminado!",112 m² área total 190 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 1.800,"Quadra QS 16 Conjunto 6 0, Riacho Fundo II, Riacho Fundo",,,,27-07-20
801,"Qr 208 - Casa Com 3 Dormitórios para Alugar, 70 m² Santa Maria/df",70 m² área total 70 m² área útil 3 Quartos,R$ 850,"Santa Maria, Santa Maria",,,,27-07-20
802,"Smdb Conjunto 13, Maravilhosa Casa, Setor De Mansões Dom Bosco - Lago Sul",7000 m² área total 2800 m² área útil 4 Quartos 8 Banheiros 10 Vagas,R$ 20.000,"SMDB Conjunto 13, Setor de Mansões Dom Bosco, Brasília",,,,27-07-20
803,Luxuosa! Magnifica!,1600 m² área total 1600 m² área útil 6 Quartos 10 Vagas,R$ 55.000,"Quadra SHIS QL 12, Lago Sul, Brasília",,,,27-07-20
804,Casa 3 Quartos para Alugar,200 m² área total 200 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 600,"Residencial Solar Ville, Goiânia",,,,27-07-20
805,Excelente Casa Mobiliada no Lago Sul,1200 m² área total 400 m² área útil 4 Quartos 5 Banheiros 3 Vagas,R$ 9.000,"QL 22 Conjunto 2 , Lago Sul, Brasília",,,,27-07-20
806,Casa - Setor Central,2 Quartos 1 Banheiro,R$ 770,"Setor Central, Rio Verde",,,,27-07-20
807,Casa - Santa Genoveva,560 m² área total 104 m² área útil 3 Quartos 8 Vagas,R$ 2.500,"Santa Genoveva, Goiânia",,,,27-07-20
808,Construída em Dois Lotes.,2120 m² área total 1375 m² área útil 4 Quartos 8 Banheiros 6 Vagas,R$ 35.000,"Quadra SHIS QL 28, Lago Sul, Brasília",,,,27-07-20
809,"Cond. Solar De Brasília, Baixou P Vender",800 m² área total 520 m² área útil 5 Quartos 7 Banheiros 4 Vagas,R$ 12.000,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
810,Solar De Brasília,800 m² área total 400 m² área útil 4 Quartos 0 Banheiros 4 Vagas,R$ 5.800,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
811,"Excelente Casa Com 2 Quartos, Varanda E Garagem na Vila Metropolitana",188 m² área total 94 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 1.400,"Vila Metropolitana, Núcleo Bandeirante",,,,27-07-20
812,* Carência para Obras * Excelente Estrutura *,600 m² área total 600 m² área útil 6 Quartos 8 Banheiros 8 Vagas,R$ 10.000,"Lago Sul, Brasília",,,,27-07-20
813,Casa - Centro,250 m² área total 360 m² área útil 2 Quartos 3 Vagas,R$ 1.300,"Rua Severino Batista de Oliveira, Centro, Formosa",,,,27-07-20
814,Melhor Negociação,1200 m² área total 700 m² área útil 4 Quartos 8 Banheiros 10 Vagas,R$ 39.500,"Quadra SHIS QL 14 0, Lago Sul, Brasília",,,,27-07-20
815,Casa De Condomínio Autoral Tipo Loft Varanda Churrasqueira Spa 252 m² Jardim Botânico,1650 m² área total 4 Quartos 4 Vagas,R$ 10.000,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
816,Shis Qi 25 Lago Sul - Belo Acabamento,1200 m² área total 1100 m² área útil 5 Quartos 10 Banheiros 4 Vagas,R$ 25.000,"Lago Sul, Brasília",,,,27-07-20
817,Shis Ql 14 Lago Sul * 4 Suítes * Elegância E Simplicidade,1200 m² área total 700 m² área útil 4 Quartos 8 Banheiros 10 Vagas,R$ 39.500,"SHIS QL 14, Lago Sul, Brasília",,,,27-07-20
818,Casa Com 2 Quartos na Ceilândia/qnm 18 - Alugue Sem Fiador!,90 m² área total 90 m² área útil 2 Quartos 1 Banheiro 3 Vagas,R$ 1.000,"QNM 18 , Ceilandia Norte, Ceilândia",,,,27-07-20
819,Qnm 5 Conjunto N,250 m² área total 250 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 1.800,"Quadra QNM 5 Conjunto N 0, Ceilandia Sul, Ceilândia",,,,27-07-20
820,Shis Ql 26 Imóvel Cercado Por Uma Vista Espetacular.,2625 m² área total 920 m² área útil 4 Quartos 6 Banheiros 4 Vagas,R$ 45.000,"QD Shis Ql 26 18, Lago Sul, Brasília",,,,27-07-20
821,Qnn 03 - 01 Quarto - Ceilândia Norte,35 m² área total 35 m² área útil 1 Quarto 1 Banheiro,R$ 350,"Ceilandia Norte, Ceilândia",,,,27-07-20
822,Smpw 15 Excelente Casa Térrea,500 m² área total 500 m² área útil 3 Quartos 0 Banheiros 4 Vagas,R$ 5.000,"Park Way, Brasília",,,,27-07-20
823,Shis Qi 27 Lago Sul,800 m² área total 830 m² área útil 5 Quartos 7 Banheiros 4 Vagas,R$ 13.500,"Quadra SHIS QI 27 Conjunto 2 27, Lago Sul, Brasília",,,,27-07-20
824,Shis Ql 6 - Ponta De Alto Padrão,2100 m² área total 2100 m² área útil 6 Quartos 10 Banheiros 20 Vagas,R$ 48.000,"Lago Sul, Brasília",,,,27-07-20
825,Casa para Alugar Setor Centro - Nordeste,300 m² área total 300 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.000,"RUA LINDOLFO GONÇALVES, Centro, Formosa",,,,27-07-20
826,Shis Qi 15 - Ótima Chácara Com Lindo Paisagismo.,8800 m² área total 8800 m² área útil 4 Quartos 4 Banheiros 10 Vagas,R$ 23.000,"shis qi 15 chacara conjunto 0, Lago Sul, Brasília",,,,27-07-20
827,"Smdb Conjunto 27 Casa Sobrado, Aluguel Mobialiada,",850 m² área total 750 m² área útil 5 Quartos 10 Banheiros 4 Vagas,R$ 15.000,"SMDB CONJUN TO 27, Lago Sul, Brasília",,,,27-07-20
828,Shis Ql 12 Lago Sul * Reformada * 4 Quartos,1200 m² área total 850 m² área útil 4 Quartos 6 Banheiros 6 Vagas,R$ 26.000,"SHIS QL 12, Lago Sul, Brasília",,,,27-07-20
829,Quadra Shis Qi 5 Conjunto 1,1800 m² área total 1800 m² área útil 7 Quartos 0 Banheiros,R$ 30.000,"Quadra SHIS QI 5 Conjunto 1, Lago Sul, Brasília",,,,27-07-20
830,Shin Ql 04 Lago Norte - Linda Casa,500 m² área total 500 m² área útil 4 Quartos,R$ 6.300,"Lago Norte, Brasília",,,,27-07-20
831,Shin Ql 04 Lago Norte - Linda Casa,500 m² área total 500 m² área útil 4 Quartos 6 Vagas,R$ 6.300,"Lago Norte, Brasília",,,,27-07-20
832,"Casa - Qnn 20, Ceilândia Sul (Ceilândia)",140 m² área total 120 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.100,"Centro, Brasília",,,,27-07-20
833,Shin Qi 03 Belíssima Casa!,8000 m² área total 1100 m² área útil 7 Quartos 9 Banheiros 20 Vagas,R$ 20.000,"Lago Norte, Brasília",,,,27-07-20
834,Casa De Esquina Com 4 Suítes 5 Quartos - Lago Sul - Brasilia - Df,1000 m² área total 1000 m² área útil 5 Quartos 7 Banheiros 4 Vagas,R$ 18.000,"SHIS QL 06 CONJUNTO 02, Lago Sul, Brasília",,,,27-07-20
835,Qe 13 Proximo Ao Metro,180 m² área total 120 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 2.600,"Guara II, Guará",,,,27-07-20
836,Shis Qi 09 Lago Sul - Casa em 2 Terrenos,1600 m² área total 4 Quartos 7 Banheiros 5 Vagas,R$ 12.000,"Lago Sul, Brasília",,,,27-07-20
837,"Sobrado para Alugar, 300 m² Por R$3.600,00/mês - Guará II - Guará/df",120 m² área total 300 m² área útil 4 Quartos 2 Banheiros 2 Vagas,R$ 3.600,"Quadra QE 17 0, Guara II, Guará",,,,27-07-20
838,Casa - Bela Vista,225 m² área total 3 Quartos 2 Banheiros 1 Vaga,R$ 1.000,"Rua Florida, Centro, Uruaçu",,,,27-07-20
839,"Park Way - Casa Mais Bela Da Região, Com 1200 m², 5 Quartos, 3 Suítes E 2 Semi Suítes, Toda Mobiliada",2500 m² área total 1200 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 17.500,"SMPW Quadra 15, Park Way, Brasília",,,,27-07-20
840,Mansão Segura. Top,3300 m² área total 800 m² área útil 5 Quartos 10 Banheiros 5 Vagas,R$ 25.000,"MANSÃO SEGURA. TOP, Lago Sul, Brasília",,,,27-07-20
841,Noble Vende Ou Aluga Casa Alto Padrão!,540 m² área total 540 m² área útil 6 Quartos 4 Banheiros 3 Vagas,R$ 3.810,"Setor Leste, Gama",,,,27-07-20
842,"Casa De 2 Quartos para Locação, Guará II.",456 m² área total 172 m² área útil 2 Quartos 3 Banheiros 3 Vagas,R$ 3.000,"SRIA QE 34 CONJ. B casa 23, Guara II, Guará",,,,27-07-20
843,"Casa para Alugar Com 3 Quartos, 180 m²",180 m² área total 180 m² área útil 3 Quartos 2 Banheiros,R$ 2.500,"Quadra QE 17 Conjunto K 0, Guara II, Guará",,,,27-07-20
844,2ª Av Bloco 720 Casa 05 - Parte Superior,2 Quartos 2 Banheiros,R$ 1.100,"2ª AVENIDA BLOCO 720 CASA 05 - PARTE SUPERIOR , Centro, Brasília",,,,27-07-20
845,Shis Qi 09 - Impecável. Moderna. Excelente Localização. Completa R$14.000,680 m² área total 630 m² área útil 0 Quartos 6 Banheiros 5 Vagas,R$ 14.000,"SHIS QI 9 CONJUNTO 02, Lago Sul, Brasília",,,,27-07-20
846,Smdb 22 - Luxo E Requinte - Vista Fenomenal!,1850 m² área total 1000 m² área útil 4 Quartos 0 Banheiros 4 Vagas,R$ 15.000,"SMDB Conjunto 22, Lago Sul, Brasília",,,,27-07-20
847,Shis Ql 12 Casa Península Dos Ministros - Lago Sul Venda Ou Aluguel,776 m² área total 600 m² área útil 4 Quartos 9 Banheiros 4 Vagas,R$ 26.000,"Lago Sul, Brasília",,,,27-07-20
848,Casa - Taguatinga Sul - Qsc 24 Lote 11 Fundos,40 m² área total 40 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 600,"Centro, Taguatinga",,,,27-07-20
849,Shis Qi 07 - Casa Lago Sul,1320 m² área total 1320 m² área útil 5 Quartos 6 Vagas,R$ 35.000,"Lago Sul, Brasília",,,,27-07-20
850,Shis Qi 7,1320 m² área total 1750 m² área útil 6 Quartos 10 Banheiros,R$ 35.000,"Lago Sul, Brasília",,,,27-07-20
851,"Sobrado Com 4 Dormitórios para Alugar, 320 m² Por R$5.000/mês - Taguatinga Norte - Taguatinga/df -",350 m² área total 320 m² área útil 4 Quartos 4 Banheiros 2 Vagas,R$ 5.000,"Taguatinga Norte, Taguatinga",,,,27-07-20
852,Smdb Conjunto 22 - Casa Mobiliada Melhor Negociação Aqui,2000 m² área total 1600 m² área útil 5 Quartos 2 Banheiros 6 Vagas,R$ 100.000,"Lago Sul, Brasília",,,,27-07-20
853,Jardins Mangueiral - Casa Com 03 Quartos,85 m² área total 3 Quartos 2 Vagas,R$ 1.450,"Centro, Brasília",,,,27-07-20
854,Shis Ql 06 - Mansão Ponta De Picolé Lago Sul,5000 m² área total 1400 m² área útil 5 Quartos 5 Banheiros 5 Vagas,R$ 80.000,"Lago Sul, Brasília",,,,27-07-20
855,Shis Qi 09 Lago Sul Casa em Ponta De Quadra,1100 m² área total 1100 m² área útil 7 Quartos 1 Banheiro 10 Vagas,R$ 19.500,"Lago Sul, Brasília",,,,27-07-20
856,Shis Qi 23 Mobiliada!,1400 m² área total 600 m² área útil 5 Quartos 8 Banheiros 5 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
857,Shis Qi 28 Casa Lago Sul Aluguel,776 m² área total 5 Quartos 8 Banheiros,R$ 14.000,"Lago Sul, Brasília",,,,27-07-20
858,Taguatinga Norte | Excelente Sobrado 06 Quartos,360 m² área total 400 m² área útil 6 Quartos 4 Banheiros 3 Vagas,R$ 6.000,"Quadra QNB 1, Taguatinga Norte, Taguatinga",,,,27-07-20
859,Condomínio Privê Morada Sul - Casa Mobiliada,700 m² área total 500 m² área útil 4 Quartos 4 Vagas,R$ 5.500,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
860,Jardins Mangueiral Qd 05 - Casa para Locação,2 Quartos 2 Banheiros 2 Vagas,R$ 1.490,"Centro, Brasília",,,,27-07-20
861,Casa Com 3 Dormitórios para Alugar - Setor Leste - Gama/df,128 m² área total 80 m² área útil 3 Quartos 3 Banheiros,R$ 2.000,"Quadra EQ 10/11 81, Setor Leste, Gama",,,,27-07-20
862,"Conforto, Lazer E Luminosidade no Tamanho Ideal!",800 m² área total 500 m² área útil 7 Quartos 8 Banheiros 4 Vagas,R$ 39.500,"QD Shis Ql 14 4, Lago Sul, Brasília",,,,27-07-20
863,"Altíssimo Padrão - Lazer, Adega & Elevador",1776 m² área total 767 m² área útil 4 Quartos 5 Banheiros 7 Vagas,R$ 27.900,"SHIS QI 7, Lago Sul, Brasília",,,,27-07-20
864,Casa - Centro,346 m² área total 3 Quartos 3 Banheiros 1 Vaga,R$ 670,"R. Miracema do Norte, Centro, Uruaçu",,,,27-07-20
865,"Casa Com 4 Dormitórios para Alugar, 120 m² Por R$1.200,00/mês - Ceilândia Norte - Ceilândia/df",120 m² área total 120 m² área útil 4 Quartos 1 Banheiro 2 Vagas,R$ 1.200,"Quadra QNN 21 Conjunto D 0, Ceilandia Norte, Ceilândia",,,,27-07-20
866,"Casa Com 4 Dormitórios para Alugar, 120 m² Por R$1.200,00/mês - Ceilândia Norte - Ceilândia/df",120 m² área total 120 m² área útil 4 Quartos 1 Banheiro 2 Vagas,R$ 1.200,"Quadra QNN 21 Conjunto D 0, Ceilandia Norte, Ceilândia",,,,27-07-20
867,Qnj 14 Excelente Casa,85 m² área total 85 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 1.300,"QNJ 14, Taguatinga Norte, Taguatinga",,,,27-07-20
868,"Ql 06 Ponta De Picolé Mansão Luxo Elevador, Novíssima, Construída Há Três Anos, Mobiliada",1400 m² área total 1400 m² área útil 5 Quartos 9 Banheiros 19 Vagas,R$ 80.000,"SHIS QL 6 CONJUNTO 6 , Lago Sul, Brasília",,,,27-07-20
869,Shis Qi 19 Condomínio Fechado,2500 m² área total 700 m² área útil 4 Quartos 6 Banheiros 6 Vagas,R$ 18.000,"Lago Sul, Brasília",,,,27-07-20
870,Quadra Qe 34 - Whatsapp: 99939 - 4499 - Sônia,346 m² área total 346 m² área útil 4 Quartos 5 Banheiros 4 Vagas,R$ 4.200,"QUADRA QE 34, Guara II, Guará",,,,27-07-20
871,Casa - Recanto Das Emas - Quadra 801 Conjunto 1,2 Quartos 1 Banheiro 2 Vagas,R$ 800,"Centro, Recanto das Emas",,,,27-07-20
872,Shis Qi 16 Conj 03 - Casa Aconchegante,800 m² área total 350 m² área útil 3 Quartos 4 Banheiros,R$ 7.500,"SHIS QI 16, Lago Sul, Brasília",,,,27-07-20
873,Casa - Taguatinga Sul,140 m² área total 120 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 1.700,"Taguatinga Sul, Taguatinga",,,,27-07-20
874,Casa - Setor De Habitações Individuais Sul,1000 m² área total 1000 m² área útil 9 Quartos 10 Banheiros,R$ 35.000,"Lago Sul, Brasília",,,,27-07-20
875,"Casa Moderna 9 Quartos 6 Suítes 11 Banheiros - Lago Sul – Brasília, Df",6320 m² área total 1100 m² área útil 9 Quartos 9 Banheiros 2 Vagas,R$ 28.000,"SHIS QL 26 CONJUNTO 08, Lago Sul, Brasília",,,,27-07-20
876,Locação - Casa Térrea na Ql 8 E Um Sobrado na Qi 11,1100 m² área total 440 m² área útil 0 Quartos 3 Banheiros 5 Vagas,R$ 10.500,"Lago Sul, Brasília",,,,27-07-20
877,Qnl 15 - 3 Quartos Garagem,120 m² área total 112 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"QD QNL 15 , Taguatinga Norte, Taguatinga",,,,27-07-20
878,"Casa Com 2 Dormitórios para Alugar, 74 m² Por R$1.350,00/mês - Setor Habitacional Arniqueiras - Águ",400 m² área total 74 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.350,"Conjunto Sha Conjunto 4 Chácara 88 1, Centro, Águas Claras",,,,27-07-20
879,Casa - Ceilândia Sul - Qnn 2 Conjunto D Casa 47,4 Quartos 3 Banheiros 3 Vagas,R$ 1.700,"Centro, Ceilândia",,,,27-07-20
880,Linda Vista! Muita Luz Natural,800 m² área total 450 m² área útil 4 Quartos 7 Banheiros 5 Vagas,R$ 9.900,"Condominio do Lago Sul, Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
881,Casa para Solteiro Ou Casal na Qr 316 Fone 98246 - 0558,45 m² área total 43 m² área útil 1 Quarto 1 Banheiro,R$ 750,"QUADRA QR 316 CONJUNTO 8, Samambaia Sul, Samambaia",,,,27-07-20
882,Shis Ql 02 - Lago Sul,11800 m² área total 1300 m² área útil 5 Quartos 8 Banheiros 6 Vagas,R$ 35.000,"SHIS QL 02 - Lago Sul, Lago Sul, Brasília",,,,27-07-20
883,Casa - Setor De Habitações Individuais Sul,700 m² área total 700 m² área útil 4 Quartos 6 Vagas,R$ 23.000,"Lago Sul, Brasília",,,,27-07-20
884,Casa - Lago Sul,3300 m² área total 4 Quartos,R$ 17.000,"Lago Sul, Brasília",,,,27-07-20
885,"Casa Com 4 Dormitórios Sendo 2 Suítes para Alugar, 600 m² Por R$16.500/mês - Setor De Habitações In",1000 m² área total 600 m² área útil 4 Quartos 4 Vagas,R$ 16.500,"Quadra SHIS QI 7 Conjunto 1 30, Lago Sul, Brasília",,,,27-07-20
886,Valparaíso I Etapa A - Ótima Casa,240 m² área total 135 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 900,"Valparaiso I - Etapa A, Valparaíso de Goiás",,,,27-07-20
887,Casa - Taguatinga Norte,120 m² área total 120 m² área útil 2 Quartos 1 Banheiro,R$ 800,"Taguatinga Norte, Taguatinga",,,,27-07-20
888,Samambaia Qr 106 Excelente Casa Lote De 150 m² Próxima Do Metrô,150 m² área total 125 m² área útil 3 Quartos 2 Banheiros 3 Vagas,R$ 1.400,"Quadra QR 106 11, Samambaia Sul, Samambaia",,,,27-07-20
889,Excelente Casa na Smdb 19,2333 m² área total 350 m² área útil 4 Quartos,R$ 10.000,"Centro, Brasília",,,,27-07-20
890,Qi 29 Casa Lago Sul Aluga - Se Oportunidade,3 Quartos,R$ 3.600,"Lago Sul, Brasília",,,,27-07-20
891,Casa - Setor De Habitações Individuais Sul,940 m² área total 940 m² área útil 6 Quartos 12 Vagas,R$ 16.000,"Lago Sul, Brasília",,,,27-07-20
892,"Shis Qi 19 Conjunto 15 Com Edícula, Esquina, Vista Livre para O Vale",2500 m² área total 800 m² área útil 7 Quartos 10 Banheiros 3 Vagas,R$ 19.000,"SHIS QI 19 CONJUNTO 15 COM EDÍCULA, Lago Sul, Brasília",,,,27-07-20
893,Smln 7 Lago Norte - 4 Suítes,5000 m² área total 500 m² área útil 4 Quartos 6 Banheiros 10 Vagas,R$ 11.500,"QD Smln Ml Trecho 7 Conjunto 2 , Lago Norte, Brasília",,,,27-07-20
894,"Casa Residencial para Locação, Guará II, Guará.",90 m² área total 71 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 1.600,"Quadra QE 24 Conjunto D 0, Guara II, Guará",,,,27-07-20
895,Excelente Casa,120 m² área total 120 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 2.600,"Quadra QI 10 Conjunto Q 0, Guara I, Guará",,,,27-07-20
896,Shis Qi 15 - Excelente Casa - Aluguel Sem Burocracia,900 m² área total 650 m² área útil 4 Quartos 7 Banheiros 7 Vagas,R$ 13.000,"SHIS 15 CONJUNTO 16 , Lago Sul, Brasília",,,,27-07-20
897,Casa - Taguatinga Norte - Qnl 15 Conj H Casa 13 Frente,80 m² área total 80 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 800,"Centro, Taguatinga",,,,27-07-20
898,Casa Um Quarto na Qne 28,50 m² área total 50 m² área útil 2 Quartos 1 Banheiro,R$ 1.000,"Quadra QNE 28 2, Taguatinga Norte, Taguatinga",,,,27-07-20
899,Shis Qi 25 Sul Moderna Nova,800 m² área total 870 m² área útil 5 Quartos 6 Banheiros 4 Vagas,R$ 23.000,"Lago Sul, Brasília",,,,27-07-20
900,Shis Qi 25 Sul Moderna Nova,800 m² área total 870 m² área útil 5 Quartos 6 Banheiros 4 Vagas,R$ 23.000,"Lago Sul, Brasília",,,,27-07-20
901,Aluga - Se Casa na Qi 05 Dois Pavimento E Esquina.,700 m² área total 700 m² área útil 0 Quartos 7 Banheiros 20 Vagas,R$ 10.000,"Lago Sul, Brasília",,,,27-07-20
902,Casa Novinha E Reformada Toda no Porcelanato 3 Qts Quadra 02 Candangolândia,120 m² área total 120 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 2.100,"Candangolandia, Candangolândia",,,,27-07-20
903,Qr 408 - 03 Quartos - Samambaia Norte,90 m² área total 90 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.100,"Samambaia Norte, Samambaia",,,,27-07-20
904,"Casa Com 3 Dormitórios à Venda E Aluguel, 107 m² - Recanto Das Emas - Recanto Das Emas/df",120 m² área total 107 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 1.000,"Quadra Quadra 116 Conjunto 1 11, Recanto das Emas, Recanto das Emas",,,,27-07-20
905,Quadra Qnp 14 Conjunto V,135 m² área total 100 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 960,"Quadra QNP 14 Conjunto V, Ceilandia Sul, Ceilândia",,,,27-07-20
906,"Casa Com 1 Dormitório para Alugar, 30 m² Por R$600,00/mês - Taguatinga Norte - Taguatinga/df",30 m² área total 30 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 600,"Taguatinga Norte, Taguatinga",,,,27-07-20
907,Casa no Lago Sul para Embaixada. Lazer. Mobiliada,800 m² área total 500 m² área útil 7 Quartos 7 Banheiros 5 Vagas,R$ 19.500,"Quadra SHIN QI 5 Conjunto 7 0, Lago Norte, Brasília",,,,27-07-20
908,"Casa Com 5 Quartos 5 Suítes 8 Banheiros E 28 Vagas no Lago Sul - Brasília, Df",10000 m² área total 2000 m² área útil 5 Quartos 8 Banheiros 28 Vagas,R$ 45.000,"SHIS QI 15 Chácaras 31 a 32 , Lago Sul, Brasília",,,,27-07-20
909,Quadra Shis Qi 25 Conjunto 13,1500 m² área total 1500 m² área útil 4 Quartos 0 Banheiros,R$ 30.000,"Quadra SHIS QI 25 Conjunto 13, Lago Sul, Brasília",,,,27-07-20
910,Shis Ql 24 - Ótima Casa Lago Sul,2 Quartos 0 Banheiros,R$ 5.000,"Lago Sul, Brasília",,,,27-07-20
911,Smpw Quadra 14 - Oportunidade!,20000 m² área total 1500 m² área útil 8 Quartos 10 Banheiros 12 Vagas,R$ 22.000,"Park Way, Brasília",,,,27-07-20
912,Casa - Ceilandia Sul,75 m² área total 75 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 800,"Ceilandia Sul, Ceilândia",,,,27-07-20
913,Condomínio Solar De Brasília,800 m² área total 500 m² área útil 4 Quartos 5 Banheiros 4 Vagas,R$ 12.000,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
914,Condomínio Ville Montagne Casa Lago Sul Alugue,800 m² área total 200 m² área útil 3 Quartos 0 Banheiros 2 Vagas,R$ 3.500,"Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
915,Qr 514 - 03 Quartos - Samambaia Sul,180 m² área total 180 m² área útil 3 Quartos 1 Banheiro 5 Vagas,R$ 1.950,"Samambaia Sul, Samambaia",,,,27-07-20
916,Ótima Casa De 2 Quartos no Riacho Fundo 1,90 m² área total 90 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.500,"QN 5 Conjunto 12, Riacho Fundo, Riacho Fundo",,,,27-07-20
917,Shis Qi 09 Casa Aluguel Lago Sul,900 m² área total 800 m² área útil 5 Quartos 9 Banheiros 4 Vagas,R$ 35.000,"Lago Sul, Brasília",,,,27-07-20
